ID_Prodi,NIP_Dosen,Nama_Dosen,Jabatan_Fungsional,Nama_Prodi,StartDate,EndDate,IsCurrent,ID_Prodi 
61,195890233642855010,HENDRA NUGROHO,Belum Jabfung,Fisika,2025-11-24 22:41:03,,1,3
62,196757848474886006,NANDA FADILAH,Belum Jabfung,Fisika,2025-11-24 22:41:03,,1,3
63,199028065471873067,ANDI MAHENDRA,Belum Jabfung,Fisika,2025-11-24 22:41:03,,1,3
64,190299123888776824,DIAN SARI,Belum Jabfung,Fisika,2025-11-24 22:41:03,,1,3
65,194206277737596218,PUTRI SANTOSO,Proses Asisten Ahli,Fisika,2025-11-24 22:41:03,,1,3
66,190285535100932651,PUTRI MAHENDRA,Proses Asisten Ahli,Fisika,2025-11-24 22:41:03,,1,3
67,197845497846855148,RIZKA AULIA,Proses Lektor,Fisika,2025-11-24 22:41:03,,1,3
68,199264387400497216,HENDRA PERMATA,Proses Lektor,Fisika,2025-11-24 22:41:03,,1,3
69,190196696901099908,AHMAD SAPUTRA,Proses Lektor,Fisika,2025-11-24 22:41:03,,1,3
70,195345726583590787,WATI SANTOSO,Proses Lektor,Fisika,2025-11-24 22:41:03,,1,3
71,196826985729266430,PUTRI HIDAYAT,Proses Lektor,Fisika,2025-11-24 22:41:03,,1,3
72,197612902215158671,BUDI PERMATA,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
73,193780758984178564,TONO FADILAH,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
74,190203552763287670,WATI AULIA,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
75,198583677371635258,FARHAN UTAMI,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
76,190187275780053805,BUDI SAPUTRA,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
77,191000607375680369,FARHAN PRATAMA,Asisten Ahli,Biologi,2025-11-24 22:41:03,,1,4
78,191176796110964973,JOKO HIDAYAT,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
79,195663978834333399,ANDI PUTRA,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
80,199416559165241463,NOVI AULIA,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
81,192548299597101092,HENDRA SARI,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
82,194034268434152641,ANDI SAPUTRA,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
83,197405450459055221,PUTRI FADILAH,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
84,191418248886430480,DIAN AULIA,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
85,190203081597977314,RIZKI NUGROHO,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
86,199455190577527221,AHMAD UTAMI,Belum Jabfung,Biologi,2025-11-24 22:41:03,,1,4
87,190668363785574437,RIZKI FADILAH,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
88,198243399938463457,RIZKI SARI,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
89,190835924370897080,NANDA NUGROHO,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
90,191065715136465686,RIZKI WIJAYA,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
91,198818330960250770,WATI SARI,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
92,192376823884035461,YUSUF HERLAMBANG,Proses Lektor,Biologi,2025-11-24 22:41:03,,1,4
93,198251194256064250,SITI PERMATA,Lektor Kepala,Kimia,2025-11-24 22:41:03,,1,5
94,194641772414396157,RIZKI UTAMI,Lektor Kepala,Kimia,2025-11-24 22:41:03,,1,5
95,192999666516265415,NOVI SAPUTRA,Lektor,Kimia,2025-11-24 22:41:03,,1,5
96,192366848070149274,NOVI PERMATA,Lektor,Kimia,2025-11-24 22:41:03,,1,5
97,197375612971537438,NOVI SAPUTRA,Lektor,Kimia,2025-11-24 22:41:03,,1,5
98,197118791385517547,TONO RAMADHAN,Lektor,Kimia,2025-11-24 22:41:03,,1,5
99,193582234503070222,FARHAN SARI,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
100,190265706117860726,TONO HIDAYAT,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
101,193138717782887144,AHMAD PRATAMA,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
102,199203095261502234,WATI RAMADHAN,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
103,195740119281375280,PUTRI SANTOSO,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
104,199560053301575051,DEWI HERLAMBANG,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
105,194796651966962142,NANDA PRATAMA,Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
106,195349087392385244,LESTARI MAHENDRA,Belum Jabfung,Kimia,2025-11-24 22:41:03,,1,5
107,193314310828339663,PUTRI PRATAMA,Belum Jabfung,Kimia,2025-11-24 22:41:03,,1,5
108,193186751093106317,DIAN MAHENDRA,Belum Jabfung,Kimia,2025-11-24 22:41:03,,1,5
109,198500707830955459,TONO PUTRA,Belum Jabfung,Kimia,2025-11-24 22:41:03,,1,5
110,199440823271665793,YUSUF SAPUTRA,Belum Jabfung,Kimia,2025-11-24 22:41:03,,1,5
111,195908097168814726,JOKO SARI,Proses Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
112,199165442726031370,WATI UTAMI,Proses Asisten Ahli,Kimia,2025-11-24 22:41:03,,1,5
113,199913804808897724,ANDI SANTOSO,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
114,199008071934584390,RINA MAHENDRA,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
115,191932857264874066,AHMAD RAMADHAN,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
116,199617810991179027,JOKO PERMATA,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
117,198738380948102857,RIZKA SAPUTRA,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
118,194277240991365500,AHMAD PUTRA,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
119,198981683800582273,DEWI SARI,Proses Lektor,Kimia,2025-11-24 22:41:03,,1,5
120,191123666627684438,MARIA RAMADHAN,Lektor,Farmasi,2025-11-24 22:41:03,,1,6
121,192417347878793261,RINA UTAMI,Lektor,Farmasi,2025-11-24 22:41:03,,1,6
122,195377970999796439,PUTRI FADILAH,Lektor,Farmasi,2025-11-24 22:41:03,,1,6
123,191159537286267268,PUTRI MAHENDRA,Lektor,Farmasi,2025-11-24 22:41:03,,1,6
124,191838261513463552,RIZKI PUTRA,Lektor,Farmasi,2025-11-24 22:41:03,,1,6
125,197240109368755033,TONO PRATAMA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
126,193094718629708367,TONO HERLAMBANG,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
127,192731624864176168,BUDI HERLAMBANG,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
128,198561580216458864,RINA PUTRA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
129,197766923695626218,ANDI HIDAYAT,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
130,194818205776310246,NOVI SAPUTRA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
131,192913643714418262,NANDA PERMATA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
132,194247035848722644,MARIA SAPUTRA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
133,195209770863339205,SITI MAHENDRA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
134,199656911701218528,NANDA WIJAYA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
135,193583827499250138,MARIA SAPUTRA,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
136,191362242298399270,RIZKI UTAMI,Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
137,196192007667460125,YUSUF RAMADHAN,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
138,194171092245852960,TONO SAPUTRA,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
139,194883376626034256,DIAN WIJAYA,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
140,192239498780734791,NANDA UTAMI,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
141,198027834687278655,HENDRA HIDAYAT,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
142,194314884994500060,DIAN SARI,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
143,197821261899974495,BUDI WIJAYA,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
144,199716992760874038,HENDRA FADILAH,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
145,199121367956978051,PUTRI RAMADHAN,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
146,192044979150074985,FARHAN SANTOSO,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
147,199405247915249049,MARIA AULIA,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
148,192210846038677571,NANDA HERLAMBANG,Belum Jabfung,Farmasi,2025-11-24 22:41:03,,1,6
149,190746163140002270,JOKO PUTRA,Proses Asisten Ahli,Farmasi,2025-11-24 22:41:03,,1,6
150,192227399666975830,NANDA SANTOSO,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
151,196888590204564594,BUDI FADILAH,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
152,190882149468509528,RIZKA HERLAMBANG,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
153,199678101961467572,PUTRI PUTRA,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
154,195815323247960806,FARHAN SARI,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
155,194244644729800038,PUTRI SARI,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
156,194544733327678905,JOKO PERMATA,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
157,195843074367775848,RIZKA MAHENDRA,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
158,194227335002969133,MARIA PRATAMA,Proses Lektor,Farmasi,2025-11-24 22:41:03,,1,6
159,191832624404068031,FARHAN NUGROHO,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
160,199764679769762310,DIAN PRATAMA,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
161,196972533550804465,HENDRA MAHENDRA,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
162,190723981673237529,WATI HERLAMBANG,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
163,194406103182707189,MARIA SANTOSO,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
164,196626872222563323,WATI NUGROHO,Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
165,190971587276063075,PUTRI RAMADHAN,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
166,198037314981822592,BUDI PRATAMA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
167,192199469447297237,JOKO FADILAH,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
168,197697058974344229,YUSUF HERLAMBANG,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
169,193510346967911277,DEWI PUTRA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
170,193735921517087753,FARHAN WIJAYA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
171,192815463454274054,AHMAD PUTRA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
172,193028318557100872,NANDA NUGROHO,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
173,196493824824044491,NOVI HIDAYAT,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
174,192666805524495390,TONO WIJAYA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
175,190725831950634266,TONO WIJAYA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
176,192021055554280006,WATI PUTRA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
177,194198670028804667,AHMAD WIJAYA,Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
178,196372225565576132,NANDA SANTOSO,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
179,190429302710759454,BUDI FADILAH,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
180,197110114851915269,RIZKA MAHENDRA,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
181,199771377221715313,TONO HIDAYAT,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
182,190258781485580904,YUSUF PERMATA,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
183,197224283863718795,FARHAN SARI,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
184,198235249872955722,PUTRI NUGROHO,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
185,191991570501205156,DIAN HIDAYAT,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
186,191800050091178369,RIZKI SANTOSO,Belum Jabfung,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
187,191169636275450474,DEWI AULIA,Proses Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
188,192763588547205862,YUSUF SANTOSO,Proses Asisten Ahli,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
189,199261190057742266,HENDRA SAPUTRA,Proses Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
190,190744400175544485,TONO PERMATA,Proses Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
191,191812854509342764,TONO PERMATA,Proses Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
192,190504623258645217,HENDRA AULIA,Proses Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
193,195295060424498007,RINA HERLAMBANG,Proses Lektor,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
194,199706634352343427,ANDI PRATAMA,Proses Lektor Kepala,Sains Lingkungan Kelautan,2025-11-24 22:41:03,,1,7
195,197179806974821991,RINA SAPUTRA,Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
196,194283200923831424,TONO HERLAMBANG,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
197,198548056549466149,NOVI HIDAYAT,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
198,198987003799166260,JOKO PRATAMA,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
199,199196871194274196,BUDI SARI,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
200,194916001420555459,WATI SANTOSO,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
201,191255594731644452,SITI SANTOSO,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
202,198399218560866677,DEWI HERLAMBANG,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
203,195500103009425932,PUTRI SANTOSO,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
204,199126036480381882,TONO SAPUTRA,Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
205,196866343083186126,ANDI RAMADHAN,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
206,199074679438158110,HENDRA HIDAYAT,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
207,194782489224972794,PUTRI NUGROHO,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
208,199034789307746122,YUSUF PUTRA,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
209,199125513467017162,TONO SANTOSO,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
210,196564093199768831,AHMAD PERMATA,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
211,193861943209352879,RINA HIDAYAT,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
212,191437657355732080,TONO FADILAH,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
213,199046222414421397,DIAN AULIA,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
214,194963220460840217,RIZKI UTAMI,Belum Jabfung,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
215,191646291773349286,BUDI SANTOSO,Proses Asisten Ahli,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
216,192191820217051496,MARIA SANTOSO,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
217,193284374061698790,LESTARI SARI,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
218,192113872959815694,AHMAD AULIA,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
219,191267532637821427,LESTARI PUTRA,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
220,191994585414126935,MARIA PUTRA,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
221,190209226538078678,PUTRI SANTOSO,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
222,191906099657318423,DIAN UTAMI,Proses Lektor,Sains Atmosfer Keplanetan,2025-11-24 22:41:03,,1,8
223,193342556648030734,WATI SARI,Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
224,195203605169556794,SITI WIJAYA,Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
225,194294965474760368,PUTRI HERLAMBANG,Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
226,197057298930725967,NANDA UTAMI,Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
227,195156465381441295,TONO HIDAYAT,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
228,196196462881199012,HENDRA HERLAMBANG,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
229,191194205885161932,YUSUF RAMADHAN,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
230,192543658721804934,NANDA SANTOSO,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
231,192682201260309273,DEWI FADILAH,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
232,196170107762537806,PUTRI PUTRA,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
233,199440736114214240,NANDA MAHENDRA,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
234,191047829051800810,AHMAD HIDAYAT,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
235,193280172490849438,NANDA NUGROHO,Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
236,192236149888814572,DEWI HIDAYAT,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
237,192005487516074961,MARIA SANTOSO,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
238,195055653017920818,FARHAN PRATAMA,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
239,199218350243656397,MARIA FADILAH,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
240,198327821351227670,MARIA AULIA,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
241,192694790909700188,FARHAN NUGROHO,Belum Jabfung,Sains Aktuaria,2025-11-24 22:41:03,,1,9
242,198645188313499302,AHMAD HIDAYAT,Proses Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
243,191454957291405869,DIAN HIDAYAT,Proses Asisten Ahli,Sains Aktuaria,2025-11-24 22:41:03,,1,9
244,195275034640479432,NOVI PUTRA,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
245,197257452123403367,YUSUF HERLAMBANG,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
246,194497068500558333,DEWI AULIA,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
247,193787457909944685,NOVI RAMADHAN,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
248,195093044308726506,JOKO MAHENDRA,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
249,190083066823847114,PUTRI NUGROHO,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
250,191949584472374648,LESTARI MAHENDRA,Proses Lektor,Sains Aktuaria,2025-11-24 22:41:03,,1,9
